name,page,text
892231__concatenated,50,")
We hebben kennis gemaakt en ons georiënteerd op de mogelijkheid van het uitvoeren van voorlichtingsactiviteiten
vanuit de GGD Amsterdam voor de bezoekers van de Eritrese kerk te Amstelveen, Ér is een grote gyoawliëritgeërs die.
de kerk bezoekt, vaak tussen de 200-300 bezoekers waarvan een deel nieuwkomer is.

* P a

Wens van kerk is om te starten met het geven van informatie c.q, voorlichting over algemene gezondheidszorg in
Nederland en mogelijk in de toekomst ook over andere gezondheidsongerwerpen. Door de GGD is aangegeven dat de
groep niet te groot moet zijn, omdat naast informatie de voorlichting ook via vragen, discussie en evt. andere
werkvormen wordt geboden. De kerk geeft aan dat er 4 verschillende ruimten beschikbaar zijn in het parochiehuis, dit
biedt de kans om aan meerdere groepen tegelijker voorlichting te geven . Als datum hebben we 27 januari genoemd.

Naar aanleiding van het bovenstaande overleg hebben we intern binnen de GGD het ven‘@k tot voorlich’ing
besproken. d

De GGD Amsterdam is een onafhankelijke /neutrale organisatie met als doel publieke gezondheid voor alle burgers in
het werkgebied te bevorderen . Een van de activiteiten is het geven van voorlichtingsbijeenkomsten aan statushouders,

De Eritrese kerk is een van de mogelijkheden om een grote groep statushouders te bereiken, een mooie gelegenheid
om aan deze groepgezondheidsvoorlichting te geven.

Gezien het neutrale karakter van onze organisatie heeft het onze voorkeur om voorlichtingsactiviteiten in een gebouw
met een niet-religieuze functie te geven. Zo kunnen wij ons onafhankelijke karakter beter waarborgen.

We willen dan ook voorstellen om de voorlichtingen in de nabije omgeving van de kerk uit te voeren, te denken valt
aan de Piet Hein school of eenandere locatie. We hopen een geschikte locatie op loopafstand te vinden.

Het tijdstip vindt in overleg met de kerk plaats zodat de kerkgangers vanuit de kerk naar de voorlichting kunnen
komen, en de kerk het ook onder de aandacht kan brengen bij de kerkgangers.

De datum van 27 januari komt hiermee te vervallen, als duidelijk is waar we de voorlichting kunnen
geven zullen we een nieuwe datum in overleg vaststellen.

Graag horen we of het verzoek voor voorlichtingsbijeenkomst van de kerk blijft bestaan als dit zou worden uitgevoerd
op een andere |ocatie.

Voor vragen of overleg kan er altijd contact met mij worden opgenomen.

 

Vriendelijke groet. r
d MEE t
2 ; . ® “ “*
GGD Amsterdam - -
N
Nieuwe Achtergracht 100, 1018 WT Amsterdam | :
ged.amsterdam.nl w
Werkdagen: ma, di, wo, do
r -.

GGD Amsterdam streeft naar optimale dienstverlening en zorgvuldige afhandeling van e-mailverkeer. Als een e-mail niet voor u is bestemd,

verzoekt de gemeente u vriendelijk ons van de juiste adressering op de hoogte te stellen en de e-mail te verwijderen zonder de informatie te

gebruiken en te delen met anderen. Voor verdere informatie over de rechten op informatie, ziewww.ggd.amsterdam.nl/proclaimer
e _

 
"
963330_bijlagen.zip__concatenated,167," 

 

 

 

 

 

 

 

 

5,884

 

2,568' 388; l 15
TI T

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

51 1,358 547
T T
2
+ b — |
t
© S l
+ N
DN l
- 4
m © |
SSE
|_ + ==
| | E
| . d
l A
l L} ‚l &
2,428 <fÌ
J . _
ED N (E
| | |
\D |

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

â % w.C.
|
£ UJ |S/S \
e s >
|í_ “ì /
® | N /
SM 5 Nlezg | £ |e
°| O| SNI SN S -
<\’>É Ê Ê | â_NN 3 |/ N
j| l- | \
> N q LAT
N Z
A |. ËÊ
3 lift ] N
| L N w.C
—€— -I_-—g_ ï-ë)— = T
HE==t=-=S- Ai | Jp
_ë______m_o_
- 5 à N
$ St g KH =d4
p m w — Ì
e
_ tz699 | 210} |_ a6s4 _ _
N
S f °E;âï +A
L, _ koelcel °
ES ESC
N I T S : A
AA__ IE _h d
s
vriescel
U e B
_ 273 _ _T
e ! —oL_ _ _ _1
B _ TT l t r
I LIS
B _ __ | _1
‘—:——l(\l_——
f +
S fÈí A g
EE
UT =
e Vetafschei r
- p omMput
608 ,
ARMSAZL:
OESS 1,600
m AAT
1
1. Souterrain

 

 

 

 

 

 

 

 

m

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

>

 

 

 

 

 

 

 

 

 

 

 

=

 

leidingHoker

N N N

NWENH

 

 

 

 

DN

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

N

 

 

 

   

 

 

 

 

 

 

 

 

 

 

 

 

<'<:5,990

 

 

 

 

 

 

 

 

 

 

 

 

6,120

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

    

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

Ieiä“ln' gkoker

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 
  

 

 

 

 

 

 

 

If->dl‘hgëoker

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

NNN

>

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

Ieàg@ker

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

NNN

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 
 
 

 

 

CKKX

Behoort bij de beschikking van
Het dagelijks bestuur van
stadsdeel Centrum

NR: BWT 909757
Gemerkt: 2

 

 

 

 

 

 

 

 

 

 

 

 

 

 

Gebouwkenmerken

)

h

[6)

z

u

a

5 9

[ex 4

@ 5

E S

( (

> &
Kelder/souterrain |Restaurant | 173.17
Begane grond Restaurant | 174.20
1e Verdieping Woning 169.40
2e Verdieping Woning 169.40
3e Verdieping Woning 169.60
4e Verdieping Woning 155.80
5e Verdieping Woning 138.60
Inhoud gebouw 3991.00

 

 

   

Nieuwe Herengracht 113
1011 SB Amsterdam
020-646 27 26

020-644 28 21

 

info@itz-a.nl
www.itz-a.nl
Revisie F:
Revisie E:
Revisie D:
Revisie C: 01-07-2013
Revisie B: 25-06-2013
Revisie A: 21-06-2013
Datum: JT 10-06-2013

 

Project Warmoesstraat 10; 1012JO Amsterdam
Onderdeel Plattegronden

Betreft BESTAANDE SITUATIE

Schaal 1:100

Status Aanvraag OLO

E
Werknummer: 1895

 

Layoutnummer: BT01c
Layoutnaam: Plattegronden
Opdrachtgever:

 

 
"
963330_bijlagen.zip__concatenated,165,"Formulierversie
2013.01

Datum aanvraag: 3 juli 2013

Bijlagen

Naam bijlage

BTO1c-Plattegronden-
_PDF

BT02c-Gevels en
Doorsneden_PDF

NTO01a-Plattegronden-
_PDF

NTO02a-Gevels en
Doorsneden_PDF

Aanvraagnummer: 909757

Bestandsnaam

BTO1c-Plattegr-
onden-.PDF

BT02c-Gevels en
Doorsneden.PDF

NTO1a-Plattegr-
onden-.PDF

NTO02a-Gevels en
Doorsneden.PDF

OxxXx

Type

Plattegronden,
doorsneden en
detailtekeningen bouwen
complexere bouwwerken
Anders

Plattegronden,
doorsneden en
detailtekeningen bouwen
complexere bouwwerken

Plattegronden,
doorsneden en
detailtekeningen bouwen
complexere bouwwerken
Anders

Plattegronden,
doorsneden en
detailtekeningen bouwen
complexere bouwwerken

Pagina 9/10

Datum
ingediend

03-07-2013

03-07-2013

03-07-2013

03-07-2013

Status
document

In
behandeling

In
behandeling

In
behandeling

In
behandeling

Pagina 1 van 1
"
892231__concatenated,55," 

—

Van:

Verzonden: woensdag 14 februari 2018 11:35
Aan: 'EOTC. amst'

Onderwerp: RE: Uw mail d.d. 11 januari 2018
Beste mijnh==""0

We hebben uw reactie/mail in goede orde ontvangen.
In uw reactie geeft u aan het nieuwe voorstel vanuit GGD niet te steunen en zodoende af te zien van verder

samenwerking t.a.v. voorlichtingsbijeenkomsten voor Eritreeërs.

We respecteren uw besluit. We staan open voor samenwerking in de toekomst. Mochten er gezondheid
gerelateerde vragen zijn vanuit uw gemeenschap dan kunt u deze bij ons stellen. Daarnaast hopen wij dat
uw kerkgemeente gebruik zal maken van de al bestaande voorlichtingsbijeenkomsten van de GGD die reeds
plaatsvinden op diverse locaties in de stad Amsterdam. Indien u hierover vragen heeft dan horen wij dat

graag.

Vriendelijke groet,

# l

GGD Amsterdam

Nieuwe Achtergracht 100, 1018 WT Amsterdam
ggd.amsterdam.nl

Werkdagen: ma, di, wo, do

Van: EOTC. amstí *… j
Verzonden: maandag 5 februari 2018 13:41 x
Aanf _

Onderwerp: Uw mail d.d. 11 januari 2018

GeacheT ì

Hierbij sturen wij, Het bestuur van de Eritrese Orthodox Tewahdo Medhaniealem Kerk Amstelveen-
Amstelland, een antwoord op uw voorstel d.d. 11 januari 2018, betreft uw nieuwe wens om het organiseren
van de voorlichtingsbijeenkomst buiten de kerk zaal te houden,

zie bijlage

met vriendelijke groet,

 
"
963330_bijlagen.zip__concatenated,102,"STRACKEE BV BOUWADVIESBUREAU werknummer: 912-096

berekeningnummer: 1
bladnummer: 16

 

ver mom

 

[I], Lineair, com. 3, eZ, Lijnen

x
x
x
Ó

Pagina 17/44

 

Berekening funderingsherstel Warmoesstraat 10 te Amsterdam 11 juli 2013
"
963330_bijlagen.zip__concatenated,70,"Kenmerk 302083
Pagina 2 van 8

Gemeente Amsterdam
Stadsdeel Centrum

Belanghebbenden kunnen op grond van artikel 7:1 van de Algemene wet bestuursrecht,
binnen zes weken na de datum van deze brief bezwaar maken op dit besluit.
Bezwaarschriften moeten zijn ondertekend en minstens bevatten: uw naam en adres, de
dagtekening, een omschrijving van het besluit waartegen u bezwaar maakt, de gronden
van uw bezwaar en het kenmerk nummer van dit besluit. U dient een kopie van dit besluit
mee te zenden.

U stuurt uw bezwaarschrift naar:
dagelijks bestuur van stadsdeel Centrum
Sector Middelen

Afdeling Bestuurlijke en Juridische Zaken
Postbus 202

1000 AE Amsterdam

Wij verwijzen u naar de publicatie Bezwaar en beroep tegen een beslissing van de
overheid. Daar kunt u informatie vinden over hoe u bezwaar kunt maken tegen een
beslissing van de overheid en hoe u beroep kunt instellen als u het ook niet eens bent met
de beslissing op uw bezwaar.

Zie http://www-rijksoverheid.nl/documenten-en-publicaties/publicaties-pb51/bezwaar-en-
beroep-tegen-een-beslissing-van-de-overheid.html

 

 

Het indienen van een bezwaarschrift heeft geen schorsende werking. In spoedgevallen
kan, hangende de bezwaarschriftenprocedure een voorlopige voorziening worden
aangevraagd aan de Voorzieningenrechter van de Rechtbank Amsterdam, Sector
Bestuursrecht, Postbus 75850, 1070 AW Amsterdam. Een verzoek om voorlopige
voorziening kan ook digitaal worden ingediend. Dat kan via
http://loket.rechtspraak.nl/bestuursrecht. Daarvoor dient u wel te beschikken over een
elektronische handtekening (DigiD). Aan het indienen van een verzoek om voorlopige
voorziening zijn griffiekosten verbonden.

 
"
963330_bijlagen.zip__concatenated,182,"Gemeente Amsterdam Centrum Kenmerk: 3359329
Pagina 2 van 12

Gewaarmerkte gegevens en bescheiden

De volgende gewaarmerkte gegevens en bescheiden behoren bij deze omgevingsvergunning:

z aanvraagformulier, gemerkt 01;

x  tekening bestaand, gemerkt 02;

s tekening nieuw, gemerkt 03;

"" foto's, gemerkt 04;

s historische werkomschrijving, gemerkt 05.

Aanhangsel

Bij deze omgevingsvergunning hoort een aanhangsel. Hierin vindt u informatie over:
x  rechtsbescherming;

s  inwerkingtreding besluit;

s  intrekking en overschrijving;

z  verloop van de procedure;

z  beoordeling van het project;

z  overige voorschriften;

= nadere aanwijzingen.

Met vriendelijke groet,

het algemeen bestuur van de bestuurscommissie van stadsdeel Centrum,
namens hen,

medewerker Vergunningen

Stadsdeel Centrum is bereikbaar met metrolijn 51, 53 en 54 of met tramlijn 9 en 14, halte Waterlooplein.
Een routebeschrijving vindt u op www.centrum.amsterdam.nl
"
963330_bijlagen.zip__concatenated,112,"x
STRACKEE BV BOUWADVIESBUREAY werknummer: 912-096

 

 

 

 

 

 

X Pagina 27/44 berekeningnummer: 1
Q bladnummer: 26
rekenwaarde grondparameters
hoek van inwendige wrijving 9' = tan 22,5 = 041 -
199' /m,9 = 041 / 115 =  00,86 -
$' = boogtan (tg 9 rep) / Ym,g= boogtan 0,3602 = 19,8
6.5.2.2 Analytische methode draagvermogen gedraineerde toestand niet gelaagde grond _ 6.5.2.2(h) geval a)
opneembare kracht gehele fundering F rvid = O' maxad * A' = 267,9 0,50 = 134 |kN 6.5.2.2(1)(9)
opneembare lijnlast per m' fundering Q rv:d =  Fiwa/L = 134 / 1,00 = 134 |kNm'
invloed cohesie invloed gronddekking invloed ondergrond 6.5.2.2(1)(i)
Cyma No  be Sc i + Oyza Na bDg  Sg g + 0,5 Yoma b' N, b 8 i
813 1466 1,00 1,20 1,00 + 1600 6828 100 117 1,00 + 0,5 9,09 0,50 380 1,00 0,85 1,00
Cexre = 1431 + 117,8 + 73 = [[267,9 Jkrm?
cohesie
C'gem.d = /Ym = 1300 7/ 1,60 = 813 KN/m?
= (N4-1) *cotg 9' = ( 6,28 -1)  cotg 19,8 = 14,66
Sc = (sg’Ng-1)/{(Ng-1) = ( 1,17 6,28 - 1 )/( 628 - 1) = 1,20
is = =  (uitgangspunt: F «n is verwaarloosbaar klein t.0.v. F sy‚a) = 1,00
be = = de helling onderzijde fundering =0 graden =
Cgema N bc Sc c = 813 1466 1,00 1,20  1,00 =
gronddekking
effectieve vertikale spanning van de gronddekking op het aanlegniveau op diepte z
Ovza = DY /yfg- Gwer * Ywd = 110 2100 7/ 1,10 - 0,50 10,00 =  16,00 kN/m?
effectieve grondwaterstand boven onderkant strook Cwet = 0,50 m
Ng = e""S*[tg(45%+05r9')f = e""e [tan( 45 +0,5 198 )
S = 1+b'/l*sing' = 1+ 0,50 / 1,00 sin 19,8

(uitgangspunt: F n is verwaarloosbaar klein t.0.v. F sv:d)

E
l
n

 

by = = de helling onderzijde fundering =0 graden
Tzd Na b S4 ig = 1600 6,28 100 117 1,00

ondergrond volumieke gewicht grond onder de fundering
Ygem,d = ( /Y mg) - Vwa = 21,00 / 1,10 - 10,00 = 909 kN/m°
N, = 2*(Ng-1))""tg9' = 2( 6,28 -1) tan 19,8 = 3,80
s, = 1-(0,3°b/N) = 1-( 03 0,50 / 1,00 ) = 0,85
iy = = (uitgangspunt: F sna is verwaarloosbaar klein t.0.v. F s.v:a) = 1,00
by = = de helling onderzijde fundering =0 graden = 1,00

05 Yome b N; by S = 005 9809 0,50 380 100 085 100 = [D73 JNm
opmerking 1

 

 

 

 

 

 

 

 

 

 

 

 

/ 'B N 'B
werk warmoesstraat 10 N 1
werknummer 912-096 H 4
onderdeel fundering op staal 1 : 1
U! 1
rekening houden met grondwater tot onderkant van de fundering ja l i !
grondwaterstand boven de onderkant fundering 0,50 Ù
gegevens grondparameters uit tabel 2.b van NEN 9997-1 halen? ja : L
grondsoort uit tabel 2.b klei zwak zandig vast
effectieve cohesie c' = 13,0 kN/m? 1 1
effectieve hoek van inwendige wrijving 9' = 22,5 ° Ù Ù
repr. volumieke gewicht droge grond Y = 21,0 KkN/m? : :
repr. volumieke gewicht verzadigde grond Vsat = 21,0 KkN/m3 1 ! 4
geometrie voor centrische belasting (in tabelvorm) uitgangspunten
start gronddekking D = 000 m gedraineerde ondergrond
toename gronddekking óD = 010 m F sng is verwaarloosbaar klein t.0.v. F s.v‚d)
de onderkant van de fundering is vlak
de grond onder de strook of poer is niet gelaagd
tabel rek de op bare belasting stroken tabel rek de op bare belasting vierkante poeren L=B
strooklengte L = 6,00 m
start strookbreedte B = 040 m start poerafmeting L=B = 080 m
toename breedte ÓB = 010 m toename poerafmeting ÓL = 020 m

| 1 | gronddekking | 1 | gronddekking

 

Berekening funderingsherstel Warmoesstraat 10 te Amsterdam 11 juli 2013
"
963330_bijlagen.zip__concatenated,151,"4.2 Negatieve kleef:

Als gevolg van in het verleden gepleegde en nog te plegen ophogingen, alsmede
herconsolidatie, kunnen verticale deformaties in het slappe pakket ontstaan van meer dan 20
mm in de referentieperiode van 50 jaar. Hierdoor moet rekening worden gehouden met het
optreden van negatieve schachtwrijving langs de palen.

De negatieve kleef kan worden berekend middels de in NEN-EN 1997-1 weergegeven
methode. De representatieve waarde van de wrijvingskracht ten gevolge van de negatieve
kleef Fs‚nk;rep is bepaald op ca. 73 kN per meter paalomtrek, uitgaande van de navolgende
bodemschematisatie:

Tabel nr. 3: Schematische bodemopbouw

 

 

 

 

 

 

Laag nummer van..tot in Grondclassificatie Volumegewicht
meters tov NAP in KN/m°
1 +0,0--3,5 Zand los 17/19
2 -3,5--5,0 Veen slap 11
3 | =5,0-+7,0 Kierzananeugend 16
/ // \A I U ({/ _ 1L 1 ) U

 

 

 

Bij de berekening varn.de negatieve kleef is‘sr verder van uitaegaan dat:

— het terrein niet of nauwelijks zal worden opgehoogd ;

— slippende grond over een deel van de hoogte van de slappe formatie D Yrnx= 1,4
(de rekenwaarde is gelijk aan de representatieve waarde vermenigvuldigd met Yrnk)

De rekenwaarden van de funderingslasten dienen kleiner te zijn dan de rekenwaarden van de
draagkracht teneinde aan grenstoestand 1A te kunnen voldoen conform NEN-EN 1997-1.

Bij rekenwaarden van de paaldraagkracht, zoals in tabel nr.1 vermeld, is de rekenwaarde van
de negatieve kleef reeds in rekening gebracht.

Pagina 22/24

OxxXx
"
963330_bijlagen.zip__concatenated,249,"Retouradres: Stadsdeel Centrum, Postbus 202, 1000 AE Amsterdam

Warmoesstraat 10
1012 JD AMSTERDAM
"
963330_bijlagen.zip__concatenated,37,"4Gawn>op sp1eMmo1 3/e9s 9ul
1N vo ssaqwnw 22u212j2y vared

69 69 8V 89 89 ZV Z Z9 LO ZO €0 60 OL IL 9L ZL 8. 0Z SV 69 ZW z9g ZĲ IV Lg 19

r E TE MW

0Z| o 9| ww
u n L —
vour

 

w

a â#…«ìä…h.ü….…… ®

E
$
E °
- T
9 5 -_
EE S
d DE
© >}
g ©
SD

53 3
)

28 E
© G ©
oo z

26-mei-2011
55-09-0102

 
"
963330_bijlagen.zip__concatenated,220,"Gemeente Amsterdam

Kenmerk BWT 50-10-0054 _ Stadsdeel Centrum

Pagina 3 van 7

weken na verzending van deze brief. Neem hierover contact op met de in het
briefhoofd genoemde medewerker.
Opleggen dwangsom
Voldoet u niet aan de eerste verplichting (lastgeving 1) Dan moet u een dwangsom
betalen van € 10.000 (tienduizend euro). Als u niet voldoet aan de tweede verplichting
(lastgeving 2), moet u een dwangsom betalen waarbij de hoogte van de dwangsom is
gebaseerd op de geraamde uitvoeringskosten, zodat de gemeente de voorzieningen kan
laten uitvoeren. In uw geval is dit bedrag € 140.000. Het maximale dwangsombedrag
voor dit besluit is € 150.000.

Als u niet voldoet aan uw verplichtingen, ontvangt u een invorderingsbesluit. U moet het
dwangsombedrag betalen de genoemde termijn in de acceptgiro bij dat besluit betalen.
Als u dit bedrag binnen de termijn betaalt, voorkomt u extra kosten. Na deze termijn
ontvangt u namelijk een aanmaning en de kosten hiervan brengen wij bij u in rekening
(op grond van artikel 4:113 van de Algemene Wet Bestuursrecht (Awb)). Ook als u de
dwangsom betaalt, moet u aan de bovenstaande verplichtingen voldoen. Doet u dit niet,
dan leggen wij u opnieuw een dwangsom op of passen bestuursdwang toe.

Opschorting termijn

Als u de voorzieningen niet binnen de genoemde termijn kunt uitvoeren, kunt u
verzoeken de begunstigingstermijn voor een bepaalde termijn op te schorten. Hiervoor
moet u tijdig een verzoek en motivatie versturen. Dit kunt u doen bij ondergenoemde
medewerker.

Wat gebeurt er als u niet betaalt?

Als u niet binnen de afgesproken termijn betaalt, schakelen wij een deurwaarder in. De
deurwaarder vordert het verschuldigde bedrag bij dwangbevel in. Ook de
deurwaarderskosten brengen wij bij u in rekening (op grond van de artikelen 4:119 tot en
met 4:121 van de Awb).

Waar u bij uw werkzaamheden rekening mee moet houden

Vallen uw werkzaamheden onder de definitie 'bouwen’. Dan moet u rekening houden met
de nieuwbouwvoorschriften van het Bouwbesluit die hierop van toepassing zijn. Dit is het
geval als gedeelten van het pand worden vernieuwd. Ook zijn dan de voorschriften van
de Bouwverordening Amsterdam 2003 van toepassing.

Zijn uw werkzaamheden constructieve voorzieningen, stuur dan uiterlijk vier weken
voordat u begint de tekeningen en berekeningen aan de afdeling Bouw- en
Woningtoezicht.

Gaat u asbest verwijderen uit het bouwwerk? Dan moet u hiervoor een
omgevingsvergunning voor het slopen aanvragen bij Stadsdeel Centrum (volgens artikel
2.1. onderfenh en 2.2. onder b van de Wabo en volgens de Bouwverordening
Amsterdam 2003). Is artikel 8.2.1 van de Bouwverordening Amsterdam 2003 van
toepassing, dan hoeft u alleen te melden dat u asbest gaat verwijderen.
"
963330_bijlagen.zip__concatenated,34,"Gemeente Amsterdam
stadsdeel Centrum

26-mei-2011
55-09-0102

Warmoesstraat 10

 

 

4

W

d
,

 

(ó5i:n>0p sp1emo} aes au1

68 69 8V 89 89 ZV Z9g Z9 LO ZO €0

 

 

 

    

LL 91L

 

 

ZL 8

 

'ON[eu2S E9TIL Wey)a2uarjay uers Guyaauiu a6ewi

LIN uo ssaqwnu a2ua13p2y YaIed

za €9 W I8 15

.1_
M :

ES f

@ j

 

on oo
uú e E N

 

      

 

 

 

 

 

 

 

1

uouI

   

 

 

e

 

T e

 
"
963330_bijlagen.zip__concatenated,181,"Gemeente Bezoekadres
Amsterdam Amstela

1011 PN Amsterdam

x Centrum
Postbus 202
1000 AE Amsterdam

Telefoon 14 020
Fax 020 256 4433
centrum.amsterdam.nl

 

 

Datum 18 januari 2018
Ons kenmerk 3359329

Behandelddoor

Omgevingsvergunning

GEMEENTE AMSTERDAM

Het algemeen bestuur van de bestuurscommissie van stadsdeel Centrum

Besluit

Een omgevingsvergunning te verlenen aan Casa della goioa bv voor het wijzigen van de
toegangsdeur van de begane grond van het gebouw Warmoesstraat 10 ten behoeve van het
restaurant.

De aanhouding van de aanvraag te doorbreken op basis van artikel 3.3, derde lid van de Wet
algemene bepalingen omgevingsrecht.

Activiteiten

De omgevingsvergunning wordt verleend voor de volgende activiteit:

x  het bouwen van een bouwwerk (artikel 2.1, eerste lid, onder a, van de Wet algemene
bepalingen omgevingsrecht).

Vergunningvoorschriften

Bouwen (artikel 2.1, eerste lid, onder a, Wabo)
Bouwbesluit 2012
De volgende voorschriften zijn verbonden aan deze omgevingsvergunning:
e De reclame-uitingen die op de foto's zichtbaar zijn behoren niet tot deze aanvraag. Op
voorhand wordt aangegeven dat deze voldoen niet aan de criteria voor reclame-uitingen.

Stadsdeel Centrum is bereikbaar met metrolijn 51, 53 en 54 of met tramlijn 9 en 14, halte Waterlooplein.
Een routebeschrijving vindt u op www.centrum.amsterdam.nl
"
963330_bijlagen.zip__concatenated,131,"Inhoudsopgave:

 

 

 

 

 

 

 

1 Inleiding en projectgegevens 3
2 Veldwerk 3
3 Resultaten 4
4 Inmeten onderzoekslocatie 5
5 Funderingsadvies 5
6 Verzendlijst rapportage 6
Bijlagen:

1 Situatietekening onderzoekslocatie
2 Resultaten:

Sondeergrafieken:

 

DKM1 tm DKM2

Handboring:
Hb1

3 Waterpasstaat

4 Funderingsadvies

Pagina 2/24

OxXxXX
"
963330_bijlagen.zip__concatenated,66,"Behoort bij de beschikking van
Het dagelijks bestuur van stadsdeel Centrum

 

NR: BWT 302083
Gemerkt: 02

  
 
 

x Gemeente Amsterdam
x Stadsdeel Centrum

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 
"
963330_bijlagen.zip__concatenated,24,"Gemeente Amsterdam
26-mei-2011 stadsdeel Centrum
55-09-0102

Warmoesstraat 10

Vloerwaterpassing op de derde verdieping.

 

Onderdeel: Verschil: Afstand: Zettingsverschil: Richting: Kwalificatie:

[mm] [m] [mm/m']
Halverwege 86 573 ruim 15 links zeer groot
Achtergevel 55 573 ruim 9,5 links matig
Linker bouwmuur 19 14,20 bijna 1,5 voren klein
Rechter bouwmuur 12 14,20 bijna 1 achteren klein

 

!

H
de |
';D‘ 4l-- |
f |
i

1

!

l

|
molax ®
HE 1

E e SE

24 sTaanst
coionmen

“
K}
“

a

t

l

ì

Ï

!

|

ì

7
1+

í!

1
k

>
t _- 595

*

a o eigee N o e ee igene

a8STaansa -
xotamuan
!

Í

t4araansn
sTaian
mwarsi4e
NBI4

de babel l/// v(..…‚..(.‚«‚o‚xm('7r.„;'»ml‘
de kort west

EE EE E

e o n B ""1'

ul>……ïtm# 10
cer Weterpars :

g‘u;d‚' 'Pn 7

d.d. oï.vï'ö’;

‚nu‘…ﬂ... TT

#.‚Î‘;qn*vîuvvhy‘.‚

 

EU
s

‚
L M

10 09 03 02 01 C7 B7 A7 C8 B8 A8 C9 B9

16 11

18 17

C1 B1 A1 C2 B2 A2 B5 A5 20

Patch Reference numbers on UTT

the scale towards docurnen*“ B

Image Engineering Scan Reference Chart TE263 Serial No.

 

 
"
963330_bijlagen.zip__concatenated,25,"Gemeente Amsterdam
26-mei-2011 stadsdeel Centrum
55-09-0102

Warmoesstraat 10

Vloerwaterpassing op de vierde verdieping.

 

Onderdeel: Verschil: Afstand:
[mm] [m]
Halverwege 25 5,73
Achtergevel i 5,73
Linker bouwmuur 15 14,20
Rechter bouwmuur 1 14,20

Zettingsverschil: Richting:
[mm/m']

bijna 4,5 links
bijna 2 links
ruim 1 voren

- voren

Kwalificatie:

klein
klein
klein
klein

 

asgraadss
sTaian

AL STaanze
HOlSMMEN

l:""[f‚’"" + e

 

25raanos
s7alan
Gndag iA
uri4
onsen niun
aal I.'Aac

tIarmoess reaf IO

Uloerweterparsi
‘Msu:{:‘e‚0:‘ 7
d.. OÌ.IJ..' î

pla nd lk«-‘b …apal& 4
001'2Ë29{7. /

 

T mm /o

e}
[ss]
[e>]
©
be)
<
o
[ss]
[oe]
©
-
<
-
[ss]
n
©
-
}
a
°
[se]
)
[e>}
[]
e}
—

16 11

5

C1 B1 A1 C2 B2 A2 B5 A5 20 18 17

Patch Reference numbers on UTT

4

Image Engineering Scan Reference Chart TE263 SerialNo. a > 4

a

the scale towards documen*” B

 
"
963330_bijlagen.zip__concatenated,142,"BIJLAGE 3

 

Waterpasstaat

Pagina 13/24

OxXxXX
"
